Country,iso,Fbc_mean,Fbc_std,Fbc_skew,Fbc_median,Fbc_q17,Fbc_q83,Fbc_min,Fbc_max
Oman,OMN,-0.017733999147601216,0.001096225035555714,-0.8272680311870269,-0.017432590835860504,-0.019292663979581903,-0.016734274229727602,-0.0200197204651006,-0.016594310294751502
Pakistan,PAK,-0.05415818258002083,0.006854897807005666,0.5279628484009106,-0.05626440670019991,-0.0605183824244795,-0.0448979752103128,-0.0683990716677845,-0.0378512238649488
Panama,PAN,-0.00450801509823229,0.00039479433828421023,-0.4313083745340243,-0.0045375766838325,-0.00483508468299033,-0.00408072839610101,-0.00581137802992133,-0.00368549982084721
Peru,PER,-0.025056014467036813,0.007346291619419064,-0.2681747082395855,-0.0250679526077605,-0.0347300222392408,-0.0170891926077605,-0.0397089537707208,-0.012820788876715
Philippines,PHL,-0.043626226301564375,0.006661008254630682,0.04148702531237177,-0.0439836317248693,-0.049812888867011004,-0.03677109886701101,-0.0605520881604214,-0.0280878492044945
Palau,PLW,-5.891652419626636e-05,1.6357290774698282e-06,-0.16227235656045652,-5.800000000000001e-05,-6.0509235990682196e-05,-5.76889875e-05,-6.2e-05,-5.6e-05
Papua New Guinea,PNG,-0.01163146054443977,0.00267225780676249,-1.9784521773953507,-0.01097219803818396,-0.012998396888169669,-0.00956060592484688,-0.021034177675591292,-0.0075895668881696705
Poland,POL,-0.07965543922923318,0.006652767251581603,0.3011544832163829,-0.080370718623686,-0.0866930196456057,-0.0726251167504582,-0.09155671355851791,-0.06275015862368599
North Korea,PRK,-0.010856199799830785,0.0031882021179196556,0.29888928750762533,-0.011713523468156,-0.014129203533612501,-0.00698776566502241,-0.015725415064430003,-0.005048346231449631
Portugal,PRT,-0.01282276528176916,0.0016834586631808627,-0.08616661376893743,-0.0129277369012262,-0.0143761280302851,-0.0110665717265091,-0.017431573041372498,-0.0096396117265091
Paraguay,PRY,-0.01662320190617803,0.008065008895289476,0.05426020785051327,-0.01675973118789095,-0.02553373170306293,-0.0065095247886022105,-0.030349664034646333,-0.00483509217248908
Palestine,PSE,-0.0008848551300733069,0.00010167523099477286,0.29348954532811405,-0.000892,-0.000992458798136796,-0.0007981300000000001,-0.001140150505,-0.00064697
Qatar,QAT,-0.025784725257408825,0.0020301680668204716,0.3017642502363306,-0.0255675042244846,-0.0279807197853155,-0.0234004951023475,-0.02857371933623,-0.022181016351999202
Romania,ROU,-0.01872133278878975,0.00202684228341253,0.8463743836099887,-0.019310730076618602,-0.0203815266420651,-0.016728365168618302,-0.022195500947776798,-0.013033226642065101
Russia,RUS,-0.5168144138652538,0.0785717078770624,-0.24382244896994099,-0.505918611056281,-0.611206130344881,-0.43520316596656505,-0.68915126213887,-0.384369830317428
Rwanda,RWA,-0.0006768482878460294,0.00034760261576086143,-0.4170369497783301,-0.0006967780311444339,-0.0009950746819728721,-0.000296544986757167,-0.001686400587802602,-0.00013481299269861002
Saudi Arabia,SAU,-0.17682665634636482,0.013035431031184598,0.8930560093603794,-0.180325185638376,-0.189290887455284,-0.16574670215947498,-0.19354744976194801,-0.14655663342421502
Sudan,SDN,-0.01647922700892491,0.0035426664904467785,-0.14990463927930547,-0.0166513530871571,-0.0202765999299338,-0.01266902249205144,-0.025349423991359817,-0.00925376249205144
