Country,iso,CSCC_mean,CSCC_std,CSCC_skew,CSCC_median,CSCC_q17,CSCC_q83,CSCC_min,CSCC_max,CSCC_gtc_mean,CSCC_gtc_std,CSCC_gtc_skew,CSCC_gtc_median,CSCC_gtc_q17,CSCC_gtc_q83,CSCC_gtc_min,CSCC_gtc_max,Fa_mean,Fa_std,Fa_skew,Fa_median,Fa_q17,Fa_q83,Fa_min,Fa_max,Fa_tf_mean,Fa_tf_std,Fa_tf_skew,Fa_tf_median,Fa_tf_q17,Fa_tf_q83,Fa_tf_min,Fa_tf_max,Fa_mf_mean,Fa_mf_std,Fa_mf_skew,Fa_mf_median,Fa_mf_q17,Fa_mf_q83,Fa_mf_min,Fa_mf_max,Fb_mean,Fb_std,Fb_skew,Fb_median,Fb_q17,Fb_q83,Fb_min,Fb_max,Fc_mean,Fc_std,Fc_skew,Fc_median,Fc_q17,Fc_q83,Fc_min,Fc_max
Botswana,BWA,0.12802016857117243,0.08044498985101481,0.3797772402218349,0.12359905408523167,0.05345635711388554,0.20160547603820397,-0.1509585206404354,0.5993005193003722,0.46906589764477585,0.2947504428141182,0.37977724022183446,0.4528669341682889,0.19586409246527664,0.7386824642039794,-0.5531120196265554,2.1958371027165637,0.0059614927,0.02223932,1.1236635446548462,0.0017744056,-0.009627564,0.0238601,-0.059302583,0.111731835,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00170711575,0.002586669705230724,-1.018365258302347,-0.0006280050000000001,-0.0060028681,0.0001983608,-0.00609276,0.00039828000000000004,-0.0017405527141355931,0.00019153671176987813,-0.03325813172489564,-0.0017631666175603,-0.00189872635248148,-0.001531214560984108,-0.0020481057568321,-0.00147958770292037
Central African Republic,CAF,0.09561346987871691,0.052991123578749494,0.33646872632230523,0.09259857764317264,0.0470747409494119,0.14422879345084683,-0.09213462082379555,0.39110106631812286,0.35032775363561885,0.19415947679253817,0.3364687263223039,0.33928118848458455,0.17248185083864523,0.5284542992039027,-0.3375812506983869,1.4329943069896023,0.029495442,0.02578917,-0.8828179240226746,0.031183697,0.0075894375,0.04998254,-0.12432681,0.10463324,0.028104354,0.025466086,-1.0351482629776,0.029793363,0.006572971,0.047355246,-0.12999083,0.09971112,0.027784511,0.02527562,-1.0455042123794556,0.029384386,0.006572971,0.046650965,-0.12999083,0.09971112,-0.0017557162500000001,0.001142159791155218,-0.6432179153976231,-0.0015207800000000002,-0.0034238695,-0.0007394061000000004,-0.00374732,-0.00033813,-5.5777305446551676e-05,1.4044100301332432e-05,0.5555752420933832,-5.9499999999999996e-05,-6.571995775000001e-05,-4.195000000000001e-05,-7.62412294655167e-05,-3.2e-05
Canada,CAN,-2.282806831143034,1.651844462702923,-0.6486270216509787,-2.166756366317286,-3.7576095173910913,-0.7734313161376871,-18.367508598231613,3.718011926480463,-8.364204229308077,6.05235811134351,-0.6486270216509782,-7.938995326186536,-13.767881271720958,-2.833852342328486,-67.29855150392063,13.622795698624419,0.21322085,0.13124852,-0.005467008333653212,0.22135025,0.08783976,0.32464677,-0.1312499,0.66276556,0.17261893,0.09762013,-0.052724439650774,0.17732067,0.080296196,0.26546782,-0.055674843,0.44939557,0.105194844,0.061840102,-0.21631695330142975,0.10907249,0.04458332,0.16351998,-0.06852996,0.2734121,-0.028514392500000003,0.012286028388178874,-0.25304545337995316,-0.027049055,-0.0402584218,-0.015350092900000003,-0.05386166,-0.00950315,-0.1530581350039002,0.0047103441280221614,0.7427769465778757,-0.154491394422553,-0.15667484731889245,-0.1489548639238022,-0.158849611580535,-0.143717693657372
Switzerland,CHE,-0.3084912331038938,0.2734172220492189,-0.5475675984031392,-0.2918177286258048,-0.5505936244662485,-0.05382952536087903,-2.7441025087730853,0.7169835396955361,-1.1303118780926669,1.0018007015883383,-0.5475675984031396,-1.0692201576849487,-2.0173750400443344,-0.1972313809222608,-10.054391592144585,2.6270276894444446,0.0009944984,0.0022989546,-1.1063300371170044,0.0008549881,-0.00017926541,0.0024540129,-0.012124178,0.00986327,0.000616194,0.0020731091,-1.3284562826156616,0.00044438842,-0.00030238664,0.0015695639,-0.012124178,0.00986327,0.000616194,0.0020731091,-1.3284562826156616,0.00044438842,-0.00030238664,0.0015695639,-0.012124178,0.00986327,0.00027111,0.0003655099542157084,1.0896764479847785,0.00010693000000000001,9.998000000000002e-06,0.0008723512,-7.371e-05,0.00091699,-0.010230762252149523,0.0007954119936559451,-0.256430016570566,-0.010237969290812051,-0.010697353452433457,-0.009566206476856461,-0.0117825950498292,-0.00895712025858705
Chile,CHL,-0.15679539719333946,0.2646952091733334,-0.200968293325963,-0.15294360049704672,-0.3943255749782663,0.08767413192693162,-2.0074552036547835,1.2272928084316488,-0.5744983353163957,0.9698432464110934,-0.2009682933259633,-0.5603853522211792,-1.444808906720368,0.32123801938027746,-7.355315866191127,4.496800850093562,0.010595733,0.01675114,-0.07084845006465912,0.010505455,-0.0028211537,0.024988854,-0.03131291,0.053791676,0.0077386117,0.011542816,-0.423194944858551,0.008285313,-0.0014941014,0.017730461,-0.031192314,0.040750828,0.004776759,0.009227493,-0.9285980463027954,0.0059280638,-0.0012011663,0.01253224,-0.027927669,0.0244368,-0.0013535917500000002,0.003840303285982454,-0.28690556251826427,-0.001402105,-0.0063268792,0.0034295955,-0.008017070000000001,0.0037096200000000003,-0.022799271443951,0.0010369604880873938,-0.702743566000289,-0.02295725981074265,-0.023169192202024323,-0.022097808823887084,-0.025090389217473,-0.0211588996812071
China,CHN,15.202215180722963,21.964153951251824,0.38168099886603246,14.216782199590877,-6.159715375389153,35.03287088751082,-70.25455937556652,156.1926213239305,55.70091642216895,80.4766600773867,0.38168099886603174,52.09028997930098,-22.56919713542586,128.36043893183964,-257.4127055520757,572.2897645308814,0.24541111,0.13231023,0.1709822565317154,0.24759662,0.13786277,0.35993382,-0.12580197,0.7135988,0.108578816,0.07226857,-0.3512890934944153,0.11827806,0.04071279,0.16822486,-0.10434029,0.2974241,0.107122004,0.071686216,-0.3321954011917114,0.11709739,0.041233312,0.16612025,-0.10330367,0.29624078,0.04468692575,0.03156774356312565,-0.0839500057131323,0.046176205000000005,0.012171305900000005,0.07618224800000001,-0.02452042,0.10275050000000001,-2.849775959131978,0.17743821509166305,-0.6032632817677731,-2.774707885149865,-3.039417114934852,-2.7044150097915876,-3.14165853116649,-2.66366657188286
Ivory Coast,CIV,1.071173169003105,0.6149136676206397,0.5446049146413066,1.0142142793583675,0.5167277114205439,1.6270028433596253,-1.081352886869519,4.728894132896425,3.9247784912273787,2.253043678162024,0.5446049146413041,3.716081119569058,1.8932903346448728,5.961338418069667,-3.9620769774899176,17.3266681029325,0.011098975,0.030964868,-1.313179612159729,0.016122058,-0.0114993,0.03467206,-0.14720657,0.09979064,0.009478194,0.021915391,-1.0291460752487183,0.0127685005,-0.0076121846,0.027151505,-0.085684285,0.06258023,0.009063685,0.021591863,-0.9741594195365906,0.012267452,-0.007805551,0.026864683,-0.083348446,0.06258023,-0.022872577499999998,0.012015852255280604,-1.315440970640806,-0.01697348,-0.0318557995,-0.012281640600000001,-0.06744076,-0.00833267,-0.0029361160691887133,0.00027732936331980836,0.08012146164635146,-0.002916103688706255,-0.0032285080550157616,-0.002630783441498349,-0.0032396764020483602,-0.0025670407361038203
Cameroon,CMR,0.7422480621164373,0.43061128255074016,0.4417455100796836,0.7109532341152948,0.34895556871056954,1.1344585765189505,-0.7649635238075297,3.2950531820092954,2.719596899594626,1.5777597392659122,0.44174551007968454,2.6049326497984406,1.2785732037555269,4.1566562243654355,-2.802826351230789,12.073074858882059,0.02391002,0.016361983,-0.08653199672698975,0.02454503,0.00905427,0.037966073,-0.027378505,0.08049165,0.022657963,0.015630612,-0.16264714300632477,0.023545226,0.009012321,0.035386283,-0.026295822,0.079979874,0.020034391,0.013146565,-0.3501140773296356,0.021096867,0.007872717,0.03215337,-0.021428458,0.051755756,-0.0074675950000000005,0.0030082383322452603,-0.3858127447696061,-0.006715295,-0.0105811421,-0.0044332319,-0.01473926,-0.0027722099999999998,-0.002101874931008575,0.00018210182268927228,0.6103913376904636,-0.0021089777019775748,-0.0022064069812014133,-0.0020109684654711782,-0.00240446947496261,-0.00171615432815649
Democratic Republic of the Congo,COD,2.1494249606717757,1.2480512851933985,0.3637100511377041,2.0720069672618866,1.0043743340548572,3.292789071982563,-2.174329773328311,9.055029381113698,7.875493055901388,4.5728599089486135,0.36371005113770294,7.5918335280475535,3.680027559976997,12.064779159744111,-7.966744289474932,33.177627652400595,0.18723544,0.078465104,-0.1974184811115265,0.18546052,0.12126891,0.2579276,-0.06664264,0.3857453,0.18516415,0.077928975,-0.184381365776062,0.18206662,0.118691124,0.25628683,-0.06667705,0.3844782,0.12804766,0.054625187,-0.01942448318004608,0.12595688,0.07609972,0.17800592,-0.03233199,0.24961065,-0.15233634775,0.03513379314374129,-1.256085234086182,-0.14697695,-0.1778128956,-0.12393387170000002,-0.26206855,-0.09911690000000001,-0.0009217518105354107,0.00020411580210952506,-0.22863030623757896,-0.0008851880852126695,-0.0011183573938867897,-0.0007691431447022952,-0.0012687137483154301,-0.000590591630110755
Republic of the Congo,COG,0.27602733057684253,0.1571410032609999,0.4167489743984961,0.2649661192778606,0.13244998420055137,0.41960236526465855,-0.2714982327959106,1.1908207382749367,1.011364139233551,0.5757646359483037,0.41674897439849623,0.9708358610340815,0.4852967421108203,1.537423066329709,-0.9947695249642167,4.3631671850393685,0.02371709,0.01579182,0.4385867714881897,0.022950904,0.010573764,0.03692379,-0.01206473,0.087887645,0.023620475,0.015649019,0.41748231649398804,0.022883082,0.010909108,0.03692379,-0.01206473,0.087887645,0.015530223,0.009975791,0.5063038468360901,0.01542391,0.0066077122,0.02350736,-0.012508091,0.054248795,-0.004137686,0.0018447777816489551,-0.7525173046178624,-0.003707445,-0.0060363353,-0.0025081931999999998,-0.00837977,-0.00155317,-0.001037817941322246,0.00015605059338483657,-0.566145650908694,-0.0009819810217694502,-0.0011891302914594348,-0.0009072553830142501,-0.00131013835401462,-0.0008473531171373681
Cook Islands,COK,,,,,,,,,,,,,,,,,4.775531e-07,2.2668619e-06,5.493204593658447,0.0,0.0,0.0,-5.5010827e-07,1.8044171e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.96e-06,4.5616877218629145e-06,0.6213058798892326,2.295e-06,-0.0,1.0230599999999998e-05,-0.0,1.3180000000000001e-05,-2.0907569051180402e-05,1.9462166270657814e-06,0.4570441061529646,-2.2e-05,-2.247e-05,-1.854741288292135e-05,-2.3e-05,-1.8e-05
Colombia,COL,1.6257238508371585,1.0916092218406492,0.4685023359332454,1.5563422256275856,0.6114401571204234,2.617087896307284,-2.024851920146256,8.558621000688465,5.9566521894673485,3.9996561888241384,0.4685023359332462,5.702437914699474,2.2403167356892313,9.58901005206989,-7.419057435415882,31.358787346522536,0.0571217,0.06543305,-0.027207214385271072,0.060135327,-0.00045656343,0.11962985,-0.13009872,0.26944318,0.05064552,0.053527564,-0.03639068081974983,0.04911845,0.0044226903,0.09909456,-0.1016708,0.22096433,0.024577878,0.0379442,-0.27046823501586914,0.024632405,-0.007543516,0.058871154,-0.10686999,0.12979347,-0.01821262825,0.010610279148816475,-0.8742635129281879,-0.017271595,-0.0257738475,-0.0094024584,-0.04581037,-0.00147849,-0.02539253862850387,0.0013024552810399904,0.1945060722339269,-0.0255896630497513,-0.026626794426592527,-0.023962394015030357,-0.0271939480393118,-0.023490192022335703
Comoros,COM,0.01556264995759789,0.009118510913135024,0.5525907747590532,0.01474926118613444,0.007309566795604465,0.02376620380341441,-0.014579625421448151,0.07182412813832503,0.05702154944463868,0.03341022398572673,0.5525907747590522,0.054041292985996595,0.02678225273909476,0.08707937073571041,-0.053419747544186026,0.26316360549882295,6.560152e-07,6.89699e-05,0.12825417518615723,0.0,0.0,0.0,-0.00031979752,0.00037285496,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-2.26075e-06,2.995475551903451e-06,-1.3536587877524175,-9e-07,-4.4392e-06,0.0,-1.072e-05,-0.0,-8.07547380983047e-05,3.275030854544043e-05,-0.5479709855295608,-7.65e-05,-0.0001147057356620321,-4.953e-05,-0.00013676922,-4.4e-05
Cabo Verde,CPV,0.006869287206320545,0.004828559625889851,0.6785484425132414,0.006389068353652645,0.002443391144203987,0.011217255831182552,-0.009709771346180205,0.041163919860408786,0.02516906832395848,0.017691842469260418,0.6785484425132409,0.023409546447783293,0.008952585152363407,0.041100025365452875,-0.03557660221240427,0.15082460236853779,1.19981205e-05,4.249477e-05,4.092780113220215,0.0,0.0,7.19366e-07,-2.200007e-05,0.00029076784,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-1.36625e-06,3.1077328594396637e-06,-2.5355074378465394,-0.0,-1.7522999999999993e-06,0.0,-1.2760000000000001e-05,3.7e-07,-0.0001423301683718265,8.601155681364738e-06,-0.4154915545201258,-0.00014,-0.00015143666946749998,-0.00013453,-0.000156251363968265,-0.000133
Costa Rica,CRI,0.18539674794964447,0.12087834440199753,0.5940554195852558,0.17473104722379595,0.07490383297612571,0.29394003312531164,-0.21771525965267471,1.0151499144368121,0.679293684487497,0.4428982538889189,0.5940554195852582,0.6402145570279885,0.2744476440245246,1.0769962813711418,-0.7977087113674002,3.71950928649648,0.004470799,0.0037414397,0.4938734471797943,0.004060955,0.0014063141,0.007119297,-0.007241947,0.015261341,0.003553829,0.003014551,0.29335376620292664,0.0031703273,0.0010430046,0.0060230726,-0.0069675194,0.012939134,0.0030157887,0.002719915,0.2736295759677887,0.0026876605,0.0008701984,0.0052798674,-0.0069675194,0.010691789,-0.00103498875,0.0007922155017456359,-0.7779633473137089,-0.000836505,-0.001984828,-0.0002750031000000001,-0.0032200500000000003,-2.216e-05,-0.002100333695664894,0.00010379005594681483,1.562299791207689,-0.00212404346706176,-0.0021842441068781523,-0.0020539120850184317,-0.0021913231772355403,-0.00184584613509747
Cuba,CUB,0.16511959729359774,0.09632595825416343,0.5089398137085073,0.1572816654503964,0.07717605754461469,0.2526719047392018,-0.14819124267711636,0.7602647764053109,0.604998204483742,0.3529383110432548,0.5089398137085086,0.5762800222102524,0.2827730748434682,0.9257898589644353,-0.5429727131689543,2.785610140749059,0.0039722626,0.012912864,-1.9428850412368774,0.0041436953,-0.0019019848,0.010444806,-0.088382,0.058343645,0.0008518664,0.0026760027,-1.8006800413131714,0.0007140067,-0.00034302173,0.0025660398,-0.017957084,0.009410298,0.0008518664,0.0026760027,-1.8006800413131714,0.0007140067,-0.00034302173,0.0025660398,-0.017957084,0.009410298,0.00085900675,0.0013410103513078516,0.2829761595195995,0.000667995,-8.104729999999979e-05,0.0025896083,-0.00184067,0.0034135100000000002,-0.0068156055907311,0.0008107578373282175,-0.23674132841143902,-0.006556584365278921,-0.007656928218311449,-0.0061386774058428475,-0.00800075193471864,-0.00579869405690099
Curaçao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011780105702253675,0.0006107716770294182,0.0327531547008625,-0.0012660000000000002,-0.00176755,-0.0004962928658301678,-0.002,-0.000480892747857133
Cayman Islands,CYM,,,,,,,,,,,,,,,,,6.561457e-07,3.161855e-06,5.213289260864258,0.0,0.0,0.0,-9.745027e-07,2.078542e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Northern Cyprus,CYN,,,,,,,,,,,,,,,,,4.3281834e-05,0.0002828889,0.657153308391571,1.2145711e-05,-0.00014810883,0.00019658783,-0.0013849073,0.001436956,-1.6973055e-07,1.3385623e-05,0.1483268290758133,0.0,0.0,0.0,-8.936473e-05,0.00010064955,-1.6973055e-07,1.3385623e-05,0.1483268290758133,0.0,0.0,0.0,-8.936473e-05,0.00010064955,,,,,,,,,,,,,,,,
Cyprus,CYP,0.03166066353649672,0.024119924137005717,0.5664772896808328,0.029979552776756818,0.009245809514636045,0.053294606072897634,-0.052998392665611564,0.20019038237144474,0.11600467119772397,0.08837540203798895,0.5664772896808338,0.10984508137403699,0.03387664606162647,0.19527143665109695,-0.19418611072680078,0.7334975610089736,5.819056e-05,0.00033160258,0.09566356241703033,0.0,-8.9274174e-05,0.00024082106,-0.0013285972,0.0013511227,4.8757115e-06,0.00011247011,-2.120039701461792,0.0,-1.9789654e-06,2.398663e-05,-0.00066406786,0.0003998194,4.8757115e-06,0.00011247011,-2.120039701461792,0.0,-1.9789654e-06,2.398663e-05,-0.00066406786,0.0003998194,0.0001032145,0.00012366011619841349,0.6330555345191105,0.00011645500000000001,6.387800000000002e-06,0.0002029906,-0.00012703999999999998,0.00051145,-0.001949751354230826,7.368019273417541e-05,0.6931309798407983,-0.001960686686090015,-0.0020083694809308497,-0.0019004085474087146,-0.00204832733326303,-0.0017969036746382301
Czechia,CZE,-0.3344346120834505,0.32235654630814775,-0.5056539168796819,-0.31691305923174584,-0.6213311934870877,-0.03306161014972109,-3.113715570427801,0.941956169891166,-1.225368418673763,1.1811143856730537,-0.505653916879681,-1.1611694490251168,-2.276557492936689,-0.12113773958857807,-11.408653850047463,3.4513274064812327,0.001035104,0.0069012432,-0.7559951543807983,0.0013366728,-0.003258671,0.005579956,-0.03422155,0.02921969,0.0008024262,0.0045320336,-0.6723149418830872,0.0010139241,-0.0021725085,0.0040758536,-0.022866258,0.019005194,0.0008024262,0.0045320336,-0.6723149418830872,0.0010139241,-0.0021725085,0.0040758536,-0.022866258,0.019005194,0.0022949985,0.004105452253718438,-0.2328534139176452,0.00185293,-0.0001342706999999999,0.005832898099999999,-0.00802783,0.00979303,-0.02786939852470824,0.0015583965284491328,0.7345752715308713,-0.028554443545227848,-0.02911660030667779,-0.02617974656733251,-0.0294066156747678,-0.0250201324880579
Germany,DEU,-1.3611023065880843,1.7199505200565564,-0.30433564619080417,-1.3138250009067172,-2.901027780600424,0.23464315969084867,-13.373508776863321,6.3502462742541805,-4.98707885133874,6.301898705487224,-0.30433564619080444,-4.8138548033222115,-10.629365788119953,0.8597325371072696,-49.00053615842721,23.267302348867318,0.0018478095,0.026544683,-0.8485189080238342,0.0050280113,-0.013983693,0.021014819,-0.1284658,0.12280151,0.0014431668,0.02000179,-0.9489397406578064,0.0025445744,-0.008541622,0.014753514,-0.106544025,0.09645329,0.0014431668,0.02000179,-0.9489397406578064,0.0025445744,-0.008541622,0.014753514,-0.106544025,0.09645329,0.005563576,0.009562073379617451,1.0857615230126743,0.00111839,-0.0016014633000000001,0.0206791375,-0.0030789,0.023349309999999998,-0.20404618471703578,0.017690231500685136,0.33679099901545023,-0.21078605625555003,-0.2181616021153007,-0.1843186600171886,-0.227004048325592,-0.17695328915306002
Djibouti,DJI,0.041540379863502445,0.02178218010119998,0.3402956704360569,0.04027863635068285,0.021781456747176502,0.06141038419112464,-0.03603148601040358,0.16764871947398852,0.15220395181987298,0.07980990789079673,0.3402956704360567,0.14758092358890196,0.07980725752165471,0.22500764767628073,-0.13201936474211873,0.614264908152694,1.9066227e-05,0.00034221832,-0.09375714510679245,-5.9054784e-08,-0.00016360171,0.00016656631,-0.001978727,0.0014182923,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-1.01125e-05,8.212376447964193e-06,-0.36053291413648375,-7.08e-06,-2.15728e-05,-5.6920000000000016e-06,-2.623e-05,7.9e-06,-0.000117118254511132,1.4386825840472282e-05,-1.407213098152186,-0.000116556397778277,-0.00012316155466180064,-0.0001052280612328084,-0.00015193511290773003,-0.00010374838817282
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.412e-06,1.5404021486245654e-05,0.8856049028686721,4.3499999999999996e-07,-6.417999999999999e-07,2.99135e-05,-1.667e-05,3.968e-05,-4.4633703548622455e-05,2.0343950137718185e-06,-0.4941348576402526,-4.3909182625e-05,-4.7000000000000004e-05,-4.2999999999999995e-05,-4.8e-05,-4.2000000000000004e-05
Denmark,DNK,-0.16037980409961472,0.1488385544593638,-0.5144929932921671,-0.15212812255197744,-0.2912940262087582,-0.023056189428800555,-1.4664221003089934,0.47038694465081266,-0.5876316022209882,0.545344463539109,-0.514492993292168,-0.5573974410304454,-1.0673013120288903,-0.08447787806712524,-5.372970575532152,1.7234977652005776,0.0010420133,0.005081508,-0.9783522486686707,0.0010920425,-0.0010368061,0.0034465832,-0.024779893,0.020991089,3.3780383e-05,0.00034898362,3.1904919147491455,0.0,0.0,2.6616185e-06,-0.0020637081,0.003046965,3.3780383e-05,0.00034898362,3.1904919147491455,0.0,0.0,2.6616185e-06,-0.0020637081,0.003046965,-0.0005455905,0.0004125124151601769,-0.7271910479921426,-0.0004189,-0.0010973247,-0.00016658529999999999,-0.0014053100000000001,7.26e-05,-0.009220448370477453,0.0012042438426634755,-0.24398200844652126,-0.009450625889597868,-0.010157049132242166,-0.007926909444963052,-0.0113961083387104,-0.0077221729940526495
Dominican Republic,DOM,0.37576849514866767,0.22049440643567164,0.526213257138205,0.3568827749601108,0.1752864655401763,0.5752076431130012,-0.3578211846330085,1.7955266105864447,1.3768157662247178,0.8078915051803011,0.5262132571382071,1.307618487453846,0.6422496097392059,2.1075608043660363,-1.3110568204953432,6.578809501188734,0.0021373136,0.0065977876,1.455572485923767,0.0017162883,-0.001801191,0.005602907,-0.0319308,0.04902924,0.0011633418,0.0026453491,0.45502564311027527,0.0008903019,-0.0010161104,0.0037395079,-0.005630456,0.010073893,0.0011633418,0.0026453491,0.45502564311027527,0.0008903019,-0.0010161104,0.0037395079,-0.005630456,0.010073893,-0.00012690025,0.0012349987479231429,-2.9714806274321672,6.7025e-05,-0.0003317344999999997,0.0006702675999999999,-0.00492294,0.0009377200000000001,-0.006619461487306809,0.0005488822108903832,-0.45903680673400615,-0.006626018954810505,-0.006940777487392607,-0.0061949835122530016,-0.0077441847597635,-0.0058043014239324495
Algeria,DZA,0.7272390742017575,0.6073672206886424,0.43181905670024956,0.6933234931649626,0.15367338136460085,1.2810577751872796,-1.3655002994549827,4.465833145150764,2.6646039678752396,2.225393496603185,0.43181905670025,2.5403372789564234,0.5630592693198975,4.693795688286193,-5.003193097203057,16.3628126438324,-0.0023920985,0.02177583,0.40404072403907776,-0.0019141366,-0.015961666,0.011679545,-0.104210906,0.124308065,2.544161e-05,0.00035973263,-0.9572287201881409,0.0,-0.00016064427,0.00031168258,-0.0020247435,0.0010178193,2.544161e-05,0.00035973263,-0.9572287201881409,0.0,-0.00016064427,0.00031168258,-0.0020247435,0.0010178193,-0.0001371765,0.0005901347771203821,0.7375749423117068,-0.000252165,-0.0006716046,0.0006217925999999999,-0.00103194,0.0010367500000000001,-0.040881203295309386,0.003775808256644278,0.2225622486849291,-0.04106721479174725,-0.04449049501026586,-0.037912096652522154,-0.0464306801732084,-0.034227128161391694
Ecuador,ECU,0.38789043744961826,0.2842975433181555,0.5487757266790129,0.3660960478174564,0.12417768884575339,0.6448874989118173,-0.5429822568561541,2.228668108877813,1.4212305628154016,1.0416661987177216,0.548775726679012,1.3413759192031602,0.4549870519308405,2.3628677960128988,-1.9894869891209486,8.165839950928307,0.01638611,0.0121115595,-0.0878102108836174,0.016537711,0.0056955596,0.028241199,-0.017732223,0.050979763,0.015114172,0.010971667,-0.06950319558382034,0.014579166,0.0054762885,0.025276547,-0.017328817,0.046051294,0.012258666,0.008878114,-0.17406883835792542,0.012826052,0.0039607594,0.020416858,-0.012601381,0.036197662,-0.005854438500000001,0.0039535593863904,-1.0346312179562134,-0.00522264,-0.0089471841,-0.002539686,-0.01728978,0.00048637,-0.01023831689506747,0.0007686827990139671,1.0071892821329502,-0.0103011237822635,-0.010704905879929316,-0.009950841500942251,-0.0114208029128565,-0.00845062854105959
Egypt,EGY,3.9042473679695666,2.444993824649567,0.4107395349401838,3.7589336294292055,1.639034436404798,6.1383420715160275,-4.8222499573079505,18.68147176947572,14.305162356240492,8.958457373516014,0.41073953494018367,13.772732818228608,6.00542217498718,22.490885350034723,-17.66872384357633,68.44891256335904,0.00057376025,0.0077347197,6.537729740142822,0.000121053876,-0.0003476014,0.00127892,-0.038064945,0.08804431,3.1741616e-05,0.0003205513,4.509397983551025,0.0,-1.6346325e-05,4.814909e-05,-0.0011554371,0.002875232,3.1741616e-05,0.0003205513,4.509397983551025,0.0,-1.6346325e-05,4.814909e-05,-0.0011554371,0.002875232,-0.00071218,0.000776125355751908,-1.3050634943374217,-0.000353275,-0.0013852416,-0.0001609047,-0.00262514,6.594999999999999e-05,-0.06505152331863485,0.0057117004548796636,-0.1233644334004772,-0.06465287713474455,-0.07018058907258984,-0.0601795842324892,-0.0743606947196031,-0.0564829796672018
Eritrea,ERI,0.06775365069473718,0.03955632150798716,0.3293041098427282,0.06573041692386186,0.031323306618484356,0.1039914364067224,-0.0740490945925967,0.28802756915598776,0.24824937614551712,0.14493436200526494,0.329304109842727,0.2408362476090299,0.11476859545012669,0.38102462299423084,-0.27131588258727435,1.0553330133875392,0.0017517437,0.002572315,1.0071721076965332,0.00094154075,-4.4243163e-05,0.0038767552,-0.004418454,0.01145235,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00041367325,0.0005585859302275174,-1.6408290769791496,-0.0002086,-0.0008149137999999996,-3.716180000000003e-05,-0.0018137399999999999,3.268e-05,-0.00016524268343397092,1.3786759393206173e-05,-0.4807318198994002,-0.00016273503478480097,-0.0001758419277876122,-0.00015209725219799514,-0.00019084354219327902,-0.00015129515726939599
Western Sahara,ESH,,,,,,,,,,,,,,,,,3.0331976e-05,0.00026960156,6.542447090148926,0.0,-2.7169472e-06,3.3358383e-06,-0.0011005643,0.0028188757,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Spain,ESP,0.7739154051300272,1.0206233453959717,0.4974018582161719,0.7139007509587085,-0.20639547609032827,1.6813752717729382,-3.421146672433762,8.190475294391936,2.8356260443964207,3.7395639375308405,0.4974018582161713,2.615732351512708,-0.7562330243949628,6.1605589957760465,-12.535081407797303,30.009901478652054,0.007670175,0.024567913,-0.7049932479858398,0.008300944,-0.011021666,0.030142633,-0.09259842,0.0645766,0.0031428728,0.008232246,-1.3542438745498657,0.0034611907,-0.0016864868,0.01019319,-0.032174822,0.020079654,0.0031428728,0.008232246,-1.3542438745498657,0.0034611907,-0.0016864868,0.01019319,-0.032174822,0.020079654,0.003392486,0.0014277021500780321,-0.32586317036518453,0.00330687,0.0017456918,0.004689723499999999,0.00044882,0.00584176,-0.0683630713730656,0.005438126706993048,0.6526279943972704,-0.0690669970372285,-0.07358094135120787,-0.06332719140066734,-0.0746669868504205,-0.0578173055284373
