Country,iso,Fabc_tf_mean,Fabc_tf_std,Fabc_tf_skew,Fabc_tf_median,Fabc_tf_q17,Fabc_tf_q83,Fabc_tf_min,Fabc_tf_max
Sri Lanka,LKA,-0.0029250711100396675,0.006551599594230554,1.0279841858743468,-0.003631840464426435,-0.00809114053419453,0.001689784255841458,-0.027146885881673816,0.028893203439244553
Lesotho,LSO,-0.0008300364205302879,0.0006609360555690807,-0.05629842608612777,-0.00071712,-0.00154009,-0.0004064,-0.0024921050412818127,0.0010688100000000001
Lithuania,LTU,-0.0023309341351415488,0.003860800790066111,-0.11622334669890023,-0.002627823127890263,-0.004969934548214708,0.0008670987236941627,-0.018512622206183937,0.011757906957106405
Luxembourg,LUX,-0.0024892567118767004,0.00029217077573189,0.01992240141261054,-0.0025361480585483855,-0.002714595819742575,-0.002213688043691574,-0.0038592807371106317,-0.001407943198833646
Latvia,LVA,-0.00020776300012357893,0.003634541008976008,-0.05513136612810452,-9.973793523913703e-05,-0.0031687830545728555,0.0026686957487507858,-0.012060127385247562,0.01109526749858081
Morocco,MAR,-0.017827657326785443,0.003021933300380729,-0.8484211195549864,-0.0171961467087794,-0.020271040335716604,-0.015271339656940901,-0.0279708203357166,-0.0108221496569409
Moldova,MDA,-0.0009157481893606162,0.00037801199356175016,0.24824595330982951,-0.0009351132920141698,-0.0012956811353711801,-0.0004745753840270303,-0.00156292329201417,-3.68935480349298e-05
Madagascar,MDG,0.002244515370335174,0.010328690578768295,-0.2863319232587434,0.002151438539072719,-0.006011315700989552,0.011039722473453705,-0.04420115190117473,0.043345262786601835
Mexico,MEX,-0.09376185090331347,0.035986545480551996,0.7145543818845711,-0.09854089884313935,-0.12384061588392221,-0.062301622525489736,-0.19360404881714863,0.05071519752661571
North Macedonia,MKD,-0.0011988196353681442,0.001698401876330929,1.7649927509457384,-0.0013029794688577206,-0.0022443881109622237,-0.00018325087774704286,-0.009731176786737442,0.012350162770342826
Mali,MLI,-0.005296949037358953,0.004799083305365193,0.1972597171053569,-0.005164429118684819,-0.010174973729652937,0.00069998374944826,-0.011894817201260927,0.0036848306126752535
Myanmar,MMR,-0.00356635209862159,0.02989408155055527,0.050523499694416274,-0.0025982767568313646,-0.031242250005571213,0.022628999217121252,-0.09695745418135182,0.10231764675630496
Montenegro,MNE,0.000294297324144337,0.0014673491057020933,-0.38850027990372743,0.00030103793536415325,-0.000712513448828841,0.0013922347553086314,-0.006234722142436505,0.005607446838120222
Mongolia,MNG,-0.008750543797642948,0.0032605148988600575,-0.017627906594067034,-0.008725446737693484,-0.011922820791409001,-0.0056102561585875625,-0.020231547219925913,0.0015238103514406175
Mozambique,MOZ,0.008944946540822956,0.03724559853091049,-0.29148424221167857,0.010223199998234456,-0.023021630798930062,0.039944132720825844,-0.11933332791562358,0.14939970048342394
Mauritania,MRT,-0.0011620174290677397,0.00035434326914289256,-1.011693872696758,-0.0011407600000000002,-0.0014440646047195309,-0.00081478145585121,-0.00258404939663577,-0.000556288936512202
Mauritius,MUS,-0.0011747188854425586,0.00011639016682907326,-0.7371042803938975,-0.0011681026467729465,-0.00124278,-0.0010954033765598985,-0.002051369148551598,-0.0006191851940107345
Malawi,MWI,-0.002547613862121122,0.0025294492179023208,-0.28136154007991643,-0.0023451442669575337,-0.004908221943233138,-0.00022309718204591535,-0.013611098154326932,0.008282649723607682
Malaysia,MYS,-0.07760018870701413,0.02312301749815445,-0.48310549358186494,-0.07528138738366695,-0.09856082327023899,-0.05663373379993818,-0.18115249723511342,-0.009013675586380117
Namibia,NAM,-0.002377811723203752,0.0009285707029261621,0.40436950064520594,-0.002690229126637554,-0.00326827008733624,-0.0010880368184542602,-0.0036708468184542603,-0.000638139126637554
Niger,NER,-0.006157120102712848,0.006643511681344535,0.4337459844253811,-0.008521963388244454,-0.01221746729584138,0.003332736611755546,-0.017340313267253337,0.0060642012518240165
Nigeria,NGA,-0.018793236015110442,0.016687277265914666,0.8478971177985117,-0.02373231138675304,-0.03305248779570471,0.0014543288397308762,-0.052461580458638926,0.05065519810867406
Nicaragua,NIC,0.0014573798440665243,0.007437534975971736,0.0026166227916251,0.0014073350609253251,-0.005225533459426042,0.00829690143920285,-0.026563590654401184,0.022250341290340786
Netherlands,NLD,-0.0430868320611944,0.0035644074829595087,0.7621231761576587,-0.04452876345711243,-0.04641131897876128,-0.03893265907048928,-0.0495917049393194,-0.03368451301881539
Norway,NOR,-0.008029422617366657,0.005570335259068827,-0.177190458868158,-0.008151219306420068,-0.012696947079306364,-0.0032336835453328975,-0.03421888009773889,0.009478961063145464
Nepal,NPL,9.160560347628354e-05,0.006369168740136385,-1.5854732938660918,0.0005348690519987767,-0.004339722297173897,0.005213092919632628,-0.037855723329611006,0.018031450567934506
