Country,iso,Fab_tf_mean,Fab_tf_std,Fab_tf_skew,Fab_tf_median,Fab_tf_q17,Fab_tf_q83,Fab_tf_min,Fab_tf_max
Central African Republic,CAF,-0.026433518433565305,0.0018297480603944793,0.06281630272591841,-0.02640161940463543,-0.028188173703537857,-0.024817369176047193,-0.032196958316299436,-0.02024526716386795
Chad,TCD,0.0055058111010929806,0.000663997829010916,0.06353359135374603,0.005493889470927596,0.004875881334681697,0.006117362838939027,0.003283469254446507,0.0075815113843514335
Chile,CHL,-0.006363212573351275,0.001050552743686076,-0.001929855718237511,-0.00640033434963119,-0.007312974172422323,-0.005320843104520807,-0.009892112214649201,-0.0028117472101473807
China,CHN,-0.15299972633602477,0.007402334828857767,-0.019908751231823882,-0.15310821320532225,-0.16018835315393046,-0.1458492593755132,-0.17479102645489883,-0.1307221426205406
Colombia,COL,-0.032529035602436356,0.0041449601168173575,-0.03830042934700366,-0.032513732636514664,-0.03639812184518947,-0.02844322436219383,-0.04465258877856445,-0.02061405513619804
Comoros,COM,2.2404177500000004e-06,4.6342988607419815e-07,0.19363953389443644,2.21525e-06,1.8054525e-06,2.6848775e-06,9.5925e-07,3.73275e-06
Cook Islands,COK,-4.002853250000001e-06,7.118808501932113e-07,-0.08224167241454898,-4.00475e-06,-4.677005000000001e-06,-3.289565e-06,-6.304000000000001e-06,-1.6825000000000002e-06
Costa Rica,CRI,-0.0025258990113188073,0.0002451218376190473,0.06644199603612977,-0.0025304192028648255,-0.0027468763759009407,-0.0022897317111058913,-0.00323715970510602,-0.001758977540689826
Croatia,HRV,-0.0017013555819022385,0.00033145033272485267,0.2047958886193343,-0.0017147856329969764,-0.002017500083249754,-0.0013909555263694993,-0.0027132253091369865,-0.0006885159263391346
Cuba,CUB,-0.0017160938124869678,0.00028814249979124465,0.04407140203078478,-0.0017285152301035076,-0.001994815188568455,-0.001447471563695492,-0.0026632526693156364,-0.0007417676759545356
Cyprus,CYP,-0.00010837230746444057,2.1050747335531485e-05,-0.01633578633819229,-0.00010865757728353352,-0.00012787601950338038,-8.799537731834951e-05,-0.0001789497622270789,-4.7086309862348714e-05
Czechia,CZE,-0.003094324811498007,0.0007232329438593541,0.07603677011930102,-0.0030842993126597557,-0.003819636242135933,-0.0024075723605841513,-0.005172984509641648,-0.0010357633291557433
Democratic Republic of the Congo,COD,-0.03283825373598651,0.007903762539625079,0.06614914016680165,-0.03288861511939621,-0.040396160941253506,-0.025089541542956683,-0.05969118983936311,-0.006903945574211118
Denmark,DNK,0.0005109323733839579,6.84825367508807e-05,0.060089370819454695,0.000510725171834796,0.00044569577183324865,0.0005758155105603233,0.0002706673326990753,0.0007401973251825366
Djibouti,DJI,1.01458255e-05,1.2399443771226628e-06,0.10950000028239441,1.0103874999999998e-05,8.967475000000002e-06,1.131969e-05,6.3525e-06,1.4807499999999998e-05
Dominican Republic,DOM,-0.0010340193817775206,0.0002624897256502216,0.14194004571543192,-0.0010442094358697235,-0.0012691957242424291,-0.0007937542719871261,-0.0018708373373683095,-0.0002648379539862871
East Timor,TLS,0.000451168387112797,0.00012641777125733838,0.05145527052623191,0.0004510030523525179,0.00032657074157633613,0.0005717976792842854,9.595867688687158e-05,0.0009442997270582021
Ecuador,ECU,-0.009304460197637858,0.001017885879309308,0.025035327555656493,-0.009308364919505596,-0.010315771744069257,-0.008333323907867408,-0.012875070058569908,-0.005662753493538379
Egypt,EGY,0.0006802427287441245,0.00012236331044766658,0.29682025742080775,0.0006704113879038203,0.0005569761185662339,0.0007982542513611159,0.0003652867792145331,0.001060990280444558
El Salvador,SLV,-0.0015037803871988595,0.0002039302719315484,0.07500117661072987,-0.0015081765647365452,-0.0016958863861315794,-0.0013147523793436082,-0.0021253532267581227,-0.0008526108243597448
Equatorial Guinea,GNQ,-0.0008869473145745585,0.00011327615760583778,0.19059438178506619,-0.0008896543614221514,-0.0009946708263935669,-0.0007805008799701811,-0.0012131798860588073,-0.00039923973811346295
Eritrea,ERI,0.000414166024,8.59536095436894e-05,0.12914773448323555,0.00040930199999999995,0.0003304921875,0.0004991573125,0.00014093925,0.0007025854999999999
