Country,iso,Fabc_mean,Fabc_std,Fabc_skew,Fabc_median,Fabc_q17,Fabc_q83,Fabc_min,Fabc_max
Georgia,GEO,0.0004500904248904689,0.0035465895760103767,-0.1813799590206875,0.0006692059990522487,-0.002619072458770083,0.0035745820434101225,-0.010546779414115418,0.014725157510003119
Ghana,GHA,0.00048781518266331975,0.016067692176273702,-1.1278065440379967,0.0009286947048432951,-0.011591413674412321,0.014294965198562402,-0.09095088137071423,0.04767595037252988
Guinea,GIN,0.002192279055404539,0.009386905949496144,0.19579859137850517,0.002301016292417874,-0.005975651407015878,0.010143402762140036,-0.030546636258416186,0.039560619264259335
Gambia,GMB,-0.0002678703216586852,0.0006346127365311495,0.1388813175293142,-0.0002669958966931142,-0.0007288330149132227,0.00016251062368682299,-0.0034211253155982495,0.002721069472200871
Guinea-Bissau,GNB,0.0003009968865509843,0.002196104910963207,-0.07841539753847852,0.0001091044945369288,-0.001171177944030936,0.0016951462518848123,-0.014189851069664678,0.010115287078490257
Equatorial Guinea,GNQ,-0.0005535977922222562,0.0014916852535195066,-1.1657037917122548,-0.0005157052148944481,-0.0018466942572997111,0.0008281989290123218,-0.010459047344420373,0.0037358643437611916
Greece,GRC,-0.012924592427171417,0.009187560557990129,0.08669631811524417,-0.013159245932577243,-0.020491093868865367,-0.004898481944136467,-0.0417044687217854,0.02300631676092495
Guatemala,GTM,-0.002792400122088153,0.008917740441086036,0.5303802851194354,-0.003087621610261889,-0.010864964131237885,0.004486872648870754,-0.034042709029413115,0.03829226738576631
Guyana,GUY,0.012840400066593583,0.016740130540081152,-0.05504781240502703,0.013257178402446381,-0.002898481393349899,0.026625396199245584,-0.05026877431239749,0.06551465914361237
Honduras,HND,0.0011727321554714225,0.008234335980006684,-0.10171315682513114,0.00104922783991087,-0.006038405246926243,0.008565197987680224,-0.033003376795624456,0.03301236835037745
Croatia,HRV,-0.0026238218747204117,0.007233227236289573,-1.2757281087702035,-0.0017976538055557393,-0.006919967029252404,0.0021885971415159535,-0.03907443612372311,0.018606551404745715
Haiti,HTI,-6.183014920517592e-05,0.005336113969331162,0.7223267250740348,-0.00014457858244789354,-0.0024481505633358516,0.0027172530295603834,-0.028248578349382124,0.04036697099750833
Hungary,HUN,-0.010083343055319091,0.009168374635642575,-0.6465312976443272,-0.009374740075619479,-0.01678526237340749,-0.003634033371907125,-0.05154351917316437,0.021724848288655563
Indonesia,IDN,-0.2372493346430224,0.13939047082212766,-0.07086743421989014,-0.229638903072004,-0.367033399905252,-0.1207590414804546,-0.8053147565430563,0.24319624764891407
India,IND,-0.5115382977971654,0.1282047087806041,0.40303339669570987,-0.5181100798598685,-0.6323122724633911,-0.3942948107364479,-0.923767336773988,0.07526927390563432
